OGLE-LMC-T2CEP-233  RVTau  05:16:07.56 -67:13:55.7  LMC505.06.12589                                  HV5690
OGLE-LMC-T2CEP-234   WVir  05:17:56.52 -65:51:14.2  LMC506.13.84                                     
OGLE-LMC-T2CEP-235  BLHer  05:18:09.80 -63:17:58.4  LMC574.13.3900                                   
OGLE-LMC-T2CEP-236   WVir  05:18:43.06 -67:28:41.9  LMC504.29.25643                                  
OGLE-LMC-T2CEP-237  RVTau  05:19:46.12 -68:53:52.4  LMC503.29.12149  LMC101.1.1004                   
OGLE-LMC-T2CEP-238  BLHer  05:19:57.19 -65:09:11.0  LMC506.28.858                                    
OGLE-LMC-T2CEP-239   WVir  05:21:16.80 -61:54:08.3  LMC575.19.25                                     
OGLE-LMC-T2CEP-240  RVTau  05:21:21.39 -74:48:48.7  LMC525.03.24                                     
OGLE-LMC-T2CEP-241  BLHer  05:23:07.88 -64:51:30.5  LMC573.01.515                                    
OGLE-LMC-T2CEP-242  BLHer  05:23:13.41 -73:11:12.5  LMC500.10.402                                    
OGLE-LMC-T2CEP-243  BLHer  05:23:15.31 -72:05:15.6  LMC501.02.8154                                   
OGLE-LMC-T2CEP-244  RVTau  05:23:15.77 -75:30:01.8  LMC640.11.2397                                   
OGLE-LMC-T2CEP-245   WVir  05:23:16.66 -67:16:04.3  LMC505.01.14099                                  
OGLE-LMC-T2CEP-246   WVir  05:24:41.09 -67:19:18.1  LMC518.25.13699                                  
OGLE-LMC-T2CEP-247  BLHer  05:24:58.38 -76:37:06.1  LMC639.19.168                                    
OGLE-LMC-T2CEP-248   WVir  05:25:16.11 -66:32:41.3  LMC505.17.13795                                  
OGLE-LMC-T2CEP-249  BLHer  05:25:37.81 -72:39:22.7  LMC500.26.269                                    
OGLE-LMC-T2CEP-250  pWVir  05:25:47.05 -66:18:11.5  LMC519.15.21444                                  
OGLE-LMC-T2CEP-251  RVTau  05:26:27.24 -66:42:58.7  LMC519.07.3480                                   HV2522
OGLE-LMC-T2CEP-252   WVir  05:26:53.14 -66:23:56.1  LMC519.15.3620                                   
OGLE-LMC-T2CEP-253   WVir  05:26:58.48 -65:34:15.7  LMC520.06.84                                     
OGLE-LMC-T2CEP-254   WVir  05:28:18.89 -65:37:18.6  LMC519.31.7561                                   
OGLE-LMC-T2CEP-255  BLHer  05:28:36.38 -62:39:48.1  LMC593.13.4840                                   
OGLE-LMC-T2CEP-256  BLHer  05:30:17.62 -76:10:03.4  LMC644.15.2032                                   
OGLE-LMC-T2CEP-257   WVir  05:31:57.90 -74:02:22.0  LMC526.06.5067                                   
OGLE-LMC-T2CEP-258  RVTau  05:32:43.82 -67:28:51.6  LMC518.11.22266                                  
OGLE-LMC-T2CEP-259  BLHer  05:32:53.89 -72:50:23.5  LMC514.05.8258                                   
OGLE-LMC-T2CEP-260  BLHer  05:33:18.79 -63:47:56.5  LMC592.10.7443                                   
OGLE-LMC-T2CEP-261   WVir  05:34:39.16 -63:47:37.7  LMC592.09.7048                                   
OGLE-LMC-T2CEP-262   WVir  05:35:36.47 -63:24:22.2  LMC597.15.62                                     
OGLE-LMC-T2CEP-263   WVir  05:37:16.91 -65:06:24.1  LMC556.32.7234                                   
OGLE-LMC-T2CEP-264  BLHer  05:37:52.79 -63:51:42.5  LMC596.31.5493                                   
OGLE-LMC-T2CEP-265   WVir  05:39:16.43 -67:30:32.0  LMC554.32.11637                                  
OGLE-LMC-T2CEP-266   WVir  05:39:47.42 -74:33:53.0  LMC645.20.3503                                   
OGLE-LMC-T2CEP-267  BLHer  05:39:50.81 -67:28:28.4  LMC554.32.13327                                  
OGLE-LMC-T2CEP-268  BLHer  05:40:17.08 -73:34:56.1  LMC526.19.220                                    
OGLE-LMC-T2CEP-269  BLHer  05:41:14.63 -72:43:47.4  LMC514.01.6277                                   
OGLE-LMC-T2CEP-270   WVir  05:41:33.44 -66:13:10.0  LMC556.04.88                                     
OGLE-LMC-T2CEP-271   WVir  05:46:20.54 -66:50:31.1  LMC555.19.979D                                   
OGLE-LMC-T2CEP-272  RVTau  05:48:01.19 -65:58:11.1  LMC563.25.7083                                   
OGLE-LMC-T2CEP-273  BLHer  05:49:46.19 -67:52:38.7  LMC554.18.10685                                  
OGLE-LMC-T2CEP-274  BLHer  05:50:05.56 -66:09:39.4  LMC563.23.518                                    
OGLE-LMC-T2CEP-275   WVir  05:52:11.98 -74:14:35.0  LMC527.12.4015                                   
OGLE-LMC-T2CEP-276  RVTau  05:53:26.01 -66:58:51.5  LMC562.30.8849                                   LMV727 HV2878
OGLE-LMC-T2CEP-277  RVTau  05:54:29.23 -63:55:25.1  LMC600.09.5392                                   
OGLE-LMC-T2CEP-278  RVTau  06:04:05.47 -65:19:17.1  LMC571.21.4575                                   
OGLE-LMC-T2CEP-279   WVir  06:10:30.67 -67:23:40.4  LMC570.01.60                                     
OGLE-LMC-T2CEP-280  pWVir  06:12:54.32 -73:43:56.0  LMC557.10.2720                                   
OGLE-LMC-T2CEP-281  BLHer  06:14:16.19 -74:03:42.8  LMC557.01.2774                                   
OGLE-LMC-T2CEP-282  pWVir  06:14:55.26 -67:04:09.0  LMC609.31.79                                     
OGLE-LMC-T2CEP-283   WVir  06:16:58.08 -71:30:54.6  LMC566.21.5061                                   
OGLE-LMC-T2CEP-284   WVir  06:17:32.60 -66:16:20.2  LMC608.11.4040                                   
OGLE-LMC-T2CEP-285  BLHer  06:17:49.71 -69:45:39.2  LMC611.25.4004                                   
OGLE-LMC-T2CEP-286   WVir  06:18:46.25 -73:09:13.0  LMC565.13.145                                    
OGLE-LMC-T2CEP-287  BLHer  06:20:41.99 -72:31:36.2  LMC565.29.297                                    
OGLE-LMC-T2CEP-288  BLHer  06:31:50.38 -68:00:19.6  LMC614.21.247                                    
OGLE-LMC-T2CEP-289  BLHer  06:39:15.59 -75:18:24.8  LMC658.18.1545                                   
