OGLE-BLG-ELL-000076  16.759 18.122    0.9707613  7000.6010  0.094 0.059
OGLE-BLG-ELL-000077  16.141 17.611    0.3885579  7000.1067  0.091 0.082
OGLE-BLG-ELL-000078  15.734 17.683    9.7877660  7001.8886  0.129 0.118
OGLE-BLG-ELL-000079  15.368 17.227   25.4630455  7017.8196  0.138 0.120
OGLE-BLG-ELL-000080  14.817 16.698   11.8976035  7010.5705  0.150 0.121
OGLE-BLG-ELL-000081  16.220 17.528    6.0170713  7005.2496  0.065 0.059
OGLE-BLG-ELL-000082  15.885 18.016   17.2661562  7005.0782  0.129 0.118
OGLE-BLG-ELL-000083  17.080 18.976    4.3361696  7003.8444  0.115 0.113
OGLE-BLG-ELL-000084  14.349 15.449    0.4882741  7000.4717  0.104 0.094
OGLE-BLG-ELL-000085  15.065 17.544  172.8372443  7112.7608  0.022 0.022
OGLE-BLG-ELL-000086  16.595 17.985    1.3450648  7001.0511  0.073 0.061
OGLE-BLG-ELL-000087  15.726 16.988    0.3446380  7000.0304  0.088 0.083
OGLE-BLG-ELL-000088  17.768 19.757    2.6403725  7001.0782  0.162 0.126
OGLE-BLG-ELL-000089  15.905 17.139    0.6102449  7000.1053  0.109 0.096
OGLE-BLG-ELL-000090  17.709 19.261    0.5458504  7000.5417  0.217 0.197
OGLE-BLG-ELL-000091  13.771 15.687   50.2467366  7012.2931  0.085 0.076
OGLE-BLG-ELL-000092  15.376 17.189   15.8787751  7012.9002  0.046 0.043
OGLE-BLG-ELL-000093  14.410 16.383   62.4867216  7061.3014  0.088 0.083
OGLE-BLG-ELL-000094  15.405 17.468   18.2048821  7016.0776  0.072 0.047
OGLE-BLG-ELL-000095  16.431 17.631    0.8038324  7000.3501  0.081 0.068
OGLE-BLG-ELL-000096  16.724 17.631    0.7003419  7000.6760  0.158 0.142
OGLE-BLG-ELL-000097  13.511 16.086   95.1550966  7088.1262  0.267 0.173
OGLE-BLG-ELL-000098  15.965 17.695    9.7013215  7009.4502  0.046 0.040
OGLE-BLG-ELL-000099  14.832 17.063   36.8789083  7000.6191  0.101 0.086
OGLE-BLG-ELL-000100  14.725 16.447   21.2822604  7020.7536  0.225 0.170
OGLE-BLG-ELL-000101  15.729 16.721    0.6155138  7000.2930  0.047 0.045
OGLE-BLG-ELL-000102  14.869 16.621   70.9388401  7068.0714  0.056 0.049
OGLE-BLG-ELL-000103  14.617 16.496   68.5683410  7016.0700  0.021 0.016
OGLE-BLG-ELL-000104  13.558 14.464    1.3527878  7000.2525  0.019 0.017
OGLE-BLG-ELL-000105  16.221 17.562    1.3743623  7000.9165  0.109 0.103
OGLE-BLG-ELL-000106  15.229 16.632    7.4167894  7002.2652  0.072 0.072
OGLE-BLG-ELL-000107  17.072 18.238    0.5452097  7000.1659  0.108 0.107
OGLE-BLG-ELL-000108  16.358 18.359   14.7171453  7012.0628  0.081 0.075
OGLE-BLG-ELL-000109  16.827 18.165    0.8101276  7000.5289  0.059 0.040
OGLE-BLG-ELL-000110  16.197 17.618    1.0699628  7000.8267  0.071 0.069
OGLE-BLG-ELL-000111  17.875 19.302    0.6292464  7000.4544  0.129 0.119
OGLE-BLG-ELL-000112  15.201 16.989   10.3533696  7010.1314  0.132 0.112
OGLE-BLG-ELL-000113  15.563 17.337    5.9661005  7005.7946  0.086 0.061
OGLE-BLG-ELL-000114  15.757 17.063    0.8892151  7000.8050  0.069 0.062
OGLE-BLG-ELL-000115  14.795 16.614   40.6872731  7014.2192  0.101 0.091
OGLE-BLG-ELL-000116  13.500 16.372  144.9275362  7061.0829  0.056 0.038
OGLE-BLG-ELL-000117  15.646 16.875    1.1530114  7000.2970  0.054 0.051
OGLE-BLG-ELL-000118  16.599 17.919    5.2321932  7003.8481  0.071 0.058
OGLE-BLG-ELL-000119  14.427 16.539  109.5919235  7057.5717  0.019 0.017
OGLE-BLG-ELL-000120  15.477 17.163   19.3343792  7005.1432  0.090 0.088
OGLE-BLG-ELL-000121  16.345 18.715   18.1761175  7003.7860  0.102 0.082
OGLE-BLG-ELL-000122  13.590 16.646  187.8985799  7040.3129  0.097 0.086
OGLE-BLG-ELL-000123  15.937 17.725    9.2405292  7005.2438  0.066 0.065
OGLE-BLG-ELL-000124  16.010 17.519    5.4253084  7004.1322  0.076 0.062
OGLE-BLG-ELL-000125  16.154 17.531    0.4449184  7000.2124  0.067 0.032
OGLE-BLG-ELL-000126  14.413 16.358   40.4161216  7039.8311  0.058 0.053
OGLE-BLG-ELL-000127  15.952 17.322    4.3067135  7001.5023  0.082 0.072
OGLE-BLG-ELL-000128  16.048 17.174    5.4998630  7004.6878  0.047 0.042
OGLE-BLG-ELL-000129  16.425 17.393    4.2205937  7002.6640  0.053 0.038
OGLE-BLG-ELL-000130  17.105 18.271    0.6236837  7000.3591  0.066 0.051
OGLE-BLG-ELL-000131  16.089 17.460    4.5352007  7000.9032  0.045 0.034
OGLE-BLG-ELL-000132  15.304 16.706    7.0387644  7003.2579  0.061 0.052
OGLE-BLG-ELL-000133  15.818 17.398    0.7591692  7000.2315  0.080 0.076
OGLE-BLG-ELL-000134  13.924 16.547   79.3556952  7043.9435  0.080 0.071
OGLE-BLG-ELL-000135  16.159 17.556   11.0465904  7007.2116  0.116 0.106
OGLE-BLG-ELL-000136  15.645 17.515    8.0334062  7004.6508  0.074 0.072
OGLE-BLG-ELL-000137  16.350 17.716    2.7623620  7000.3671  0.062 0.037
OGLE-BLG-ELL-000138  15.620 16.885    1.2190406  7000.1012  0.093 0.090
OGLE-BLG-ELL-000139  13.809 15.997   76.6579228  7008.2474  0.084 0.071
OGLE-BLG-ELL-000140  17.521 18.726    0.5718999  7000.5521  0.146 0.087
OGLE-BLG-ELL-000141  16.762 17.715    0.8503762  7000.4463  0.069 0.064
OGLE-BLG-ELL-000142  16.259 18.200   12.0961094  7004.1621  0.146 0.117
OGLE-BLG-ELL-000143  13.651 16.513  154.3431388  7138.2821  0.112 0.093
OGLE-BLG-ELL-000144  15.649 18.282   22.3218172  7001.7495  0.127 0.111
OGLE-BLG-ELL-000145  14.620 16.975   60.1266508  7039.6484  0.058 0.040
OGLE-BLG-ELL-000146  16.876 18.698    5.0412887  7000.9635  0.096 0.090
OGLE-BLG-ELL-000147  16.245 17.370    0.5676034  7000.5028  0.060 0.029
OGLE-BLG-ELL-000148  16.192 17.492    0.5535973  7000.0087  0.081 0.076
OGLE-BLG-ELL-000149  16.404 18.174   10.3352881  7007.8110  0.058 0.051
OGLE-BLG-ELL-000150  13.179 15.496  158.0732765  7117.1589  0.066 0.061
OGLE-BLG-ELL-000151  15.706 17.203    6.9606284  7003.0145  0.046 0.034
OGLE-BLG-ELL-000152  14.108 16.412   65.9778578  7017.3469  0.085 0.080
OGLE-BLG-ELL-000153  14.340 16.500   19.9407361  7003.7486  0.128 0.094
OGLE-BLG-ELL-000154  16.676 17.892    4.0773312  7000.4632  0.064 0.055
OGLE-BLG-ELL-000155  16.395 18.094    8.6331862  7008.5370  0.076 0.064
OGLE-BLG-ELL-000156  17.191 18.617    5.5330413  7001.6805  0.109 0.109
OGLE-BLG-ELL-000157  16.062 17.894    9.3689242  7008.5525  0.050 0.047
OGLE-BLG-ELL-000158  17.308 19.871   11.2914519  7003.3145  0.160 0.139
OGLE-BLG-ELL-000159  16.287 17.559    0.4459867  7000.4349  0.121 0.119
OGLE-BLG-ELL-000160  14.771 17.007   84.0865385  7021.6162  0.025 0.023
OGLE-BLG-ELL-000161  13.731 15.690   84.0993332  7010.0575  0.044 0.041
OGLE-BLG-ELL-000162  16.872 18.172    5.5788910  7002.7896  0.087 0.079
OGLE-BLG-ELL-000163  14.678 16.136    0.4324393  7000.3779  0.136 0.122
OGLE-BLG-ELL-000164  16.627 17.844    0.8452078  7000.6099  0.069 0.048
OGLE-BLG-ELL-000165  14.136 17.191  139.7284238  7125.4743  0.074 0.057
OGLE-BLG-ELL-000166  15.324 16.652    0.3636759  7000.0630  0.074 0.063
OGLE-BLG-ELL-000167  15.557 17.290    8.8507998  7001.7842  0.056 0.047
OGLE-BLG-ELL-000168  16.254 17.502    0.6213987  7000.3401  0.091 0.084
OGLE-BLG-ELL-000169  13.645 14.543    0.7781147  7000.1028  0.051 0.028
OGLE-BLG-ELL-000170  13.528 16.241  102.7975382  7074.4198  0.080 0.068
OGLE-BLG-ELL-000171  15.737 17.080    0.5130585  7000.4119  0.038 0.030
OGLE-BLG-ELL-000172  14.472 16.581   51.0608400  7006.5728  0.202 0.158
OGLE-BLG-ELL-000173  16.093 17.997   10.1553587  7005.4583  0.071 0.052
OGLE-BLG-ELL-000174  16.877 18.480    5.2294008  7000.9016  0.098 0.091
OGLE-BLG-ELL-000175  16.342 17.356    0.5034032  7000.2627  0.105 0.104
OGLE-BLG-ELL-000176  15.967 17.172    0.4651194  7000.0843  0.055 0.050
OGLE-BLG-ELL-000177  16.502 18.825    5.9959458  7004.9323  0.067 0.063
OGLE-BLG-ELL-000178  12.706 15.146  390.0152979  7207.4352  0.053 0.052
OGLE-BLG-ELL-000179  16.099 17.931   10.1690875  7007.0566  0.127 0.115
OGLE-BLG-ELL-000180  16.225 17.952    8.0162531  7007.5367  0.110 0.088
OGLE-BLG-ELL-000181  13.577 15.788  130.7328788  7078.9955  0.024 0.021
OGLE-BLG-ELL-000182  16.998 18.801    5.6890106  7002.7807  0.089 0.076
OGLE-BLG-ELL-000183  16.609 18.296    4.8097802  7003.6186  0.128 0.120
OGLE-BLG-ELL-000184  16.569 17.862    0.9997065  7000.3527  0.120 0.116
OGLE-BLG-ELL-000185  13.079 15.443   64.5391133  7025.8423  0.027 0.018
OGLE-BLG-ELL-000186  14.035 16.768  118.5805486  7021.2410  0.030 0.029
OGLE-BLG-ELL-000187  16.389 18.120    8.1728205  7007.9740  0.069 0.056
OGLE-BLG-ELL-000188  13.267 15.096   12.7233606  7000.7718  0.130 0.108
OGLE-BLG-ELL-000189  13.127 15.415   88.0531819  7063.1356  0.082 0.067
OGLE-BLG-ELL-000190  14.643 15.930    0.4240341  7000.2583  0.340 0.316
OGLE-BLG-ELL-000191  13.723 15.720   67.0751994  7058.8881  0.093 0.085
OGLE-BLG-ELL-000192  14.947 16.435   25.0705872  7000.3416  0.152 0.136
OGLE-BLG-ELL-000193  15.628 16.654    1.1012125  7000.7141  0.139 0.121
OGLE-BLG-ELL-000194  14.989 17.136   60.1432492  7035.7702  0.044 0.042
OGLE-BLG-ELL-000195  16.130 17.477    5.3761366  7004.9926  0.056 0.055
OGLE-BLG-ELL-000196  14.164 16.249   52.2209279  7022.7063  0.081 0.068
OGLE-BLG-ELL-000197  14.756 16.504    4.8131606  7000.2064  0.102 0.075
OGLE-BLG-ELL-000198  16.945 18.308    0.9238538  7000.2733  0.161 0.080
OGLE-BLG-ELL-000199  13.311 16.076  155.0377982  7074.9255  0.080 0.076
OGLE-BLG-ELL-000200  15.596 17.459   12.4150262  7003.9257  0.080 0.076
OGLE-BLG-ELL-000201  14.081 16.393   80.4749309  7059.1721  0.089 0.065
OGLE-BLG-ELL-000202  13.809 16.720  175.1160144  7096.5198  0.070 0.056
OGLE-BLG-ELL-000203  13.246 15.716  147.0183935  7016.0304  0.066 0.066
OGLE-BLG-ELL-000204  12.808 15.659  293.3790222  7024.0425  0.150 0.123
OGLE-BLG-ELL-000205  16.075 17.111    0.5327551  7000.1766  0.078 0.075
OGLE-BLG-ELL-000206  14.885 17.008   64.2681369  7001.0103  0.040 0.039
OGLE-BLG-ELL-000207  13.198 15.983  156.2500000  7017.9470  0.125 0.087
OGLE-BLG-ELL-000208  14.377 17.146   97.4695919  7066.6994  0.039 0.037
OGLE-BLG-ELL-000209  16.174 18.108   53.7969627  7015.9487  0.081 0.074
OGLE-BLG-ELL-000210  13.990 16.709  150.9923975  7103.6109  0.047 0.047
OGLE-BLG-ELL-000211  15.921 18.052   22.0560862  7008.7138  0.049 0.042
OGLE-BLG-ELL-000212  17.775 19.759    3.2026640  7001.7485  0.153 0.106
OGLE-BLG-ELL-000213  15.930    -      4.3225504  7000.3904  0.095 0.081
OGLE-BLG-ELL-000214  16.283 18.348    9.3038341  7003.0277  0.120 0.102
OGLE-BLG-ELL-000215  13.689 15.995  144.3640978  7016.2367  0.025 0.023
OGLE-BLG-ELL-000216  13.434 15.994  159.1606361  7150.7932  0.165 0.138
OGLE-BLG-ELL-000217  13.122 15.562  133.7792642  7117.1531  0.035 0.031
OGLE-BLG-ELL-000218  14.732 16.588    0.2488627  7000.1272  0.078 0.054
OGLE-BLG-ELL-000219  16.099 17.991   12.1003833  7006.8309  0.059 0.052
OGLE-BLG-ELL-000220  14.455 16.877  206.3170143  7194.0402  0.030 0.023
OGLE-BLG-ELL-000221  16.204 18.504   11.5988922  7000.9130  0.175 0.138
OGLE-BLG-ELL-000222  17.018 19.241    8.2458606  7005.9658  0.156 0.119
OGLE-BLG-ELL-000223  13.849 15.977  122.6572466  7001.7149  0.024 0.021
OGLE-BLG-ELL-000224  13.632 16.621  155.0276746  7071.0557  0.045 0.043
OGLE-BLG-ELL-000225  16.282 18.565   14.4643117  7006.2302  0.064 0.052
OGLE-BLG-ELL-000226  13.329 15.487  117.2090499  7067.9346  0.066 0.055
OGLE-BLG-ELL-000227  15.633 16.971    0.9375850  7000.4826  0.054 0.041
OGLE-BLG-ELL-000228  13.758 16.464  137.4891727  7072.2510  0.076 0.065
OGLE-BLG-ELL-000229  14.431 16.334   88.9398257  7071.5584  0.030 0.025
OGLE-BLG-ELL-000230  16.192 18.096   13.2054482  7003.1134  0.118 0.114
OGLE-BLG-ELL-000231  16.042 18.017   12.4309878  7005.1208  0.158 0.132
OGLE-BLG-ELL-000232  16.447 17.911    0.6159856  7000.5299  0.091 0.088
OGLE-BLG-ELL-000233  17.202 18.999    0.7884781  7000.3842  0.086 0.075
OGLE-BLG-ELL-000234  16.827 18.797    8.3533140  7001.8754  0.109 0.104
OGLE-BLG-ELL-000235  14.094 16.533   53.5419219  7046.7426  0.188 0.135
OGLE-BLG-ELL-000236  16.119 18.378   15.6513649  7006.3352  0.112 0.091
OGLE-BLG-ELL-000237  15.865 17.993   12.4773785  7001.2694  0.116 0.096
OGLE-BLG-ELL-000238  14.418 16.587   60.2269955  7041.4810  0.103 0.087
OGLE-BLG-ELL-000239  14.007 16.270  131.5789474  7024.3352  0.030 0.025
OGLE-BLG-ELL-000240  16.842 19.055   10.7401603  7007.0103  0.116 0.089
OGLE-BLG-ELL-000241  15.910 17.885   10.5905108  7008.4880  0.124 0.095
OGLE-BLG-ELL-000242  16.176 17.492    0.7911050  7000.3097  0.065 0.056
OGLE-BLG-ELL-000243  16.347 18.404   10.2897649  7007.7938  0.066 0.055
OGLE-BLG-ELL-000244  15.373 17.385   11.1396310  7001.2714  0.123 0.093
OGLE-BLG-ELL-000245  16.278 18.201    6.5969012  7004.3962  0.133 0.088
OGLE-BLG-ELL-000246  16.113 18.106    9.7963757  7001.9156  0.115 0.091
OGLE-BLG-ELL-000247  16.275 17.628    1.5914195  7000.2699  0.082 0.080
OGLE-BLG-ELL-000248  16.939 19.278    6.8277175  7006.5697  0.125 0.108
OGLE-BLG-ELL-000249  14.605 15.974    0.8290086  7000.7174  0.101 0.092
OGLE-BLG-ELL-000250  14.506 16.740   44.6471624  7010.6911  0.060 0.039
OGLE-BLG-ELL-000251  17.440 18.913    0.8086283  7000.0324  0.120 0.065
OGLE-BLG-ELL-000252  16.318 18.102   11.2867419  7006.2387  0.078 0.076
OGLE-BLG-ELL-000253  13.940 16.428  131.1262168  7121.5187  0.057 0.052
OGLE-BLG-ELL-000254  15.945 17.384    1.0715717  7001.0395  0.103 0.097
OGLE-BLG-ELL-000255  13.098 15.751  248.3614354  7246.9763  0.091 0.078
OGLE-BLG-ELL-000256  16.462 18.756   11.5744666  7003.4203  0.154 0.125
OGLE-BLG-ELL-000257  16.941 18.483    5.8850424  7000.7881  0.086 0.061
OGLE-BLG-ELL-000258  14.708 17.280   89.9783223  7050.1821  0.054 0.049
OGLE-BLG-ELL-000259  16.750 19.108   10.3121296  7001.1513  0.069 0.063
OGLE-BLG-ELL-000260  16.560 17.881    2.9874650  7002.9277  0.055 0.033
OGLE-BLG-ELL-000261  16.399 17.916    0.3104725  7000.1344  0.177 0.164
OGLE-BLG-ELL-000262  15.969 17.749   11.9302529  7008.2554  0.120 0.111
OGLE-BLG-ELL-000263  15.021 17.684  103.6130309  7061.7674  0.091 0.080
OGLE-BLG-ELL-000264  16.341 18.017    8.9071989  7005.6883  0.107 0.099
OGLE-BLG-ELL-000265  17.005 18.322    0.6865982  7000.4330  0.070 0.066
OGLE-BLG-ELL-000266  16.411 17.889    1.5125983  7001.3622  0.059 0.053
OGLE-BLG-ELL-000267  15.785 17.740    9.0336048  7002.3530  0.072 0.054
OGLE-BLG-ELL-000268  16.963 18.776    7.0195133  7005.5816  0.073 0.062
OGLE-BLG-ELL-000269  15.763 17.788   18.8091017  7007.7276  0.087 0.061
OGLE-BLG-ELL-000270  14.471 16.874   98.7412061  7027.9363  0.042 0.041
OGLE-BLG-ELL-000271  13.632 16.822  229.6427448  7080.0226  0.046 0.039
OGLE-BLG-ELL-000272  15.798 17.915    9.7113762  7000.1922  0.055 0.043
OGLE-BLG-ELL-000273  16.844 18.761    5.7672575  7005.3324  0.084 0.070
OGLE-BLG-ELL-000274  13.890 17.124  134.8959682  7119.3061  0.089 0.070
OGLE-BLG-ELL-000275  15.169 17.661   42.4575556  7031.8780  0.076 0.073
OGLE-BLG-ELL-000276  14.992 16.331    0.4347386  7000.1255  0.078 0.065
OGLE-BLG-ELL-000277  16.537 18.175    8.3899987  7007.8007  0.059 0.046
OGLE-BLG-ELL-000278  15.993 18.303   12.5055118  7002.1948  0.103 0.075
OGLE-BLG-ELL-000279  14.683 16.070    1.0874562  7000.1636  0.029 0.022
OGLE-BLG-ELL-000280  15.878 17.750   12.3392343  7006.3250  0.071 0.063
OGLE-BLG-ELL-000281  13.865 16.333  100.7325011  7056.2601  0.029 0.023
OGLE-BLG-ELL-000282  15.544 17.788   26.4279612  7000.3816  0.117 0.086
OGLE-BLG-ELL-000283  15.144 16.986   23.6976146  7017.3467  0.240 0.191
OGLE-BLG-ELL-000284  13.926 16.289  133.4407977  7122.7693  0.061 0.057
OGLE-BLG-ELL-000285  13.983 17.538  131.4153276  7126.4791  0.146 0.108
OGLE-BLG-ELL-000286  13.875 17.003  151.3177506  7134.9594  0.043 0.037
OGLE-BLG-ELL-000287  13.594 17.247  196.2808701  7143.4644  0.069 0.065
OGLE-BLG-ELL-000288  13.462 17.070  167.3914717  7118.1091  0.069 0.058
OGLE-BLG-ELL-000289  13.520 17.231  261.4379084  7136.0965  0.104 0.083
OGLE-BLG-ELL-000290  16.969 18.937    8.9983998  7004.8231  0.112 0.109
OGLE-BLG-ELL-000291  16.891 19.328   11.9541768  7002.5487  0.093 0.072
OGLE-BLG-ELL-000292  15.099 17.039   11.7526733  7006.2986  0.163 0.127
OGLE-BLG-ELL-000293  16.237 18.489    8.9888954  7005.7746  0.101 0.088
OGLE-BLG-ELL-000294  13.834 16.203  125.8529685  7106.3446  0.063 0.054
OGLE-BLG-ELL-000295  17.032 19.109    4.8395693  7003.7307  0.104 0.084
OGLE-BLG-ELL-000296  15.465 16.920    0.3676755  7000.2667  0.148 0.140
OGLE-BLG-ELL-000297  15.896 17.285    0.5875190  7000.1413  0.046 0.029
OGLE-BLG-ELL-000298  13.649 17.009  184.3292030  7116.1923  0.049 0.038
OGLE-BLG-ELL-000299  14.604 17.589  134.3784393  7085.1986  0.080 0.068
OGLE-BLG-ELL-000300  17.097 18.722    0.9057900  7000.4567  0.129 0.129
OGLE-BLG-ELL-000301  16.506 18.118    8.2802685  7006.5174  0.059 0.046
OGLE-BLG-ELL-000302  15.038 16.615    0.4135946  7000.2448  0.064 0.060
OGLE-BLG-ELL-000303  15.706 17.570   18.1017328  7017.1559  0.189 0.158
OGLE-BLG-ELL-000304  16.639 17.946    1.3657593  7000.3255  0.096 0.065
OGLE-BLG-ELL-000305  15.106 17.064   33.4296665  7014.9156  0.136 0.117
OGLE-BLG-ELL-000306  13.174 15.907  174.6544898  7028.1716  0.070 0.061
OGLE-BLG-ELL-000307  16.491 18.194    9.1783184  7004.9962  0.107 0.100
OGLE-BLG-ELL-000308  14.217 16.122   86.4006276  7050.4514  0.019 0.018
OGLE-BLG-ELL-000309  16.397 17.700    1.0914673  7000.8194  0.119 0.064
OGLE-BLG-ELL-000310  14.075 17.266  134.2259721  7104.6104  0.062 0.052
OGLE-BLG-ELL-000311  18.295 19.789    0.3813961  7000.1262  0.163 0.152
OGLE-BLG-ELL-000312  14.730 17.117   86.7494001  7024.2916  0.035 0.034
OGLE-BLG-ELL-000313  13.799 17.484  196.4929931  7099.2785  0.111 0.094
OGLE-BLG-ELL-000314  16.402 17.744    0.8302994  7000.6565  0.128 0.128
OGLE-BLG-ELL-000315  17.389 18.804    0.7804231  7000.5860  0.132 0.129
OGLE-BLG-ELL-000316  13.228 16.001  186.3068213  7059.3217  0.096 0.085
OGLE-BLG-ELL-000317  15.975 18.479   19.7692533  7000.3961  0.105 0.088
OGLE-BLG-ELL-000318  13.609 15.942  119.5033210  7005.5857  0.066 0.055
