OGLE-BLG-RRLYR-00039  15.927 17.414  0.35827941 0.00000143  7000.08547  0.266  0.136 4.955  0.104 3.903  0.48137703 0.00000679  7000.28990  0.098  0.112 3.921  0.000   -  
OGLE-BLG-RRLYR-00319  15.850 17.238  0.38232126 0.00000137  7000.21298  0.257  0.170 5.084  0.069 3.360  0.51266681 0.00000641  7000.05956  0.098  0.103 4.314  0.000   -  
OGLE-BLG-RRLYR-00661  17.957 20.163  0.40534639 0.00000342  7000.13321  0.235  0.141 5.464  0.000   -    0.54326832 0.00002587  7000.45499  0.053  0.000   -    0.000   -  
OGLE-BLG-RRLYR-00727  15.552 17.375  0.40405087 0.00000017  7000.36708  0.205  0.179 5.146  0.075 3.505  0.54158243 0.00000082  7000.29892  0.075  0.109 4.171  0.024   -  
OGLE-BLG-RRLYR-00978  16.141 17.712  0.43354372 0.00000030  7000.29875  0.233  0.159 5.419  0.060 4.020  0.58182113 0.00000247  7000.41729  0.059  0.116 4.761  0.025   -  
OGLE-BLG-RRLYR-01194  17.385 20.515  0.38510562 0.00000015  7000.35160  0.287  0.174 5.054  0.074 3.544  0.51606755 0.00000107  7000.13354  0.075  0.091 4.215  0.031   -  
OGLE-BLG-RRLYR-01275  18.838 20.377  0.35277710 0.00000075  7000.26380  0.229  0.188 5.100  0.137 3.164  0.47391493 0.00000248  7000.23442  0.134  0.099   -    0.079   -  
OGLE-BLG-RRLYR-01846  18.786 20.481  0.35230837 0.00000082  7000.09465  0.211  0.177 4.927  0.074   -    0.47338990 0.00000226  7000.10742  0.152  0.204 4.118  0.086   -  
OGLE-BLG-RRLYR-01988  16.173 17.547  0.32208523 0.00000058  7000.16407  0.243  0.098 5.171  0.048 4.336  0.43551960 0.00000794  7000.20935  0.054  0.063   -    0.044   -  
OGLE-BLG-RRLYR-02027  16.634 17.724  0.27861996 0.00000050  7000.01407  0.225  0.093 5.349  0.018   -    0.37990213 0.00000097  7000.05689  0.219  0.182 4.283  0.024   -  
OGLE-BLG-RRLYR-02202  17.177 18.878  0.34764727 0.00000019  7000.14353  0.199  0.143 4.988  0.070 3.557  0.46752070 0.00000069  7000.23294  0.104  0.114 3.872  0.009   -  
OGLE-BLG-RRLYR-02794  17.940 18.967  0.28567408 0.00000042  7000.10160  0.208  0.146 5.455  0.050 2.356  0.38975635 0.00000066  7000.03590  0.230  0.259 4.129  0.090 2.137
OGLE-BLG-RRLYR-03978  16.385 18.394  0.34176039 0.00000019  7000.32931  0.151  0.081 5.149  0.078 4.133  0.46135979 0.00000302  7000.24783  0.016  0.082   -    0.048   -  
OGLE-BLG-RRLYR-04254  16.536 18.091  0.26804109 0.00000025  7000.03982  0.171  0.045 4.153  0.035 3.292  0.36695912 0.00000067  7000.22121  0.116  0.033 0.840  0.047 2.470
OGLE-BLG-RRLYR-04483  18.135 18.135  0.32489811 0.00000010  7000.07398  0.270  0.104 5.126  0.071 4.183  0.43922078 0.00000055  7000.41006  0.086  0.088 4.117  0.018   -  
OGLE-BLG-RRLYR-04595  16.772 18.613  0.31988737 0.00000008  7000.08860  0.245  0.103 5.001  0.075 4.063  0.43253277 0.00000112  7000.13029  0.032  0.044   -    0.078   -  
OGLE-BLG-RRLYR-05475  15.894 17.476  0.39644331 0.00000016  7000.04977  0.245  0.195 5.033  0.078 3.379  0.53082234 0.00000177  7000.31863  0.040  0.038 4.398  0.026   -  
OGLE-BLG-RRLYR-06613  16.516 18.120  0.29501153 0.00000021  7000.12395  0.194  0.120 5.207  0.023 3.617  0.40051793 0.00000048  7000.17074  0.153  0.141 4.352  0.047 2.848
OGLE-BLG-RRLYR-06928  15.100 16.118  0.37319166 0.00000027  7000.35033  0.247  0.180 5.221  0.062 3.579  0.50116605 0.00000075  7000.15312  0.144  0.148 4.044  0.029 2.127
OGLE-BLG-RRLYR-06974  16.437 18.078  0.27553868 0.00000047  7000.26993  0.177  0.120 5.228  0.054 3.293  0.37579017 0.00000072  7000.22430  0.231  0.268 4.203  0.078 2.534
OGLE-BLG-RRLYR-07451  16.298 17.391  0.27489584 0.00000018  7000.26983  0.211  0.102 5.235  0.050 4.066  0.37555245 0.00000031  7000.32864  0.204  0.164 4.311  0.022 2.370
OGLE-BLG-RRLYR-07533  16.668 17.999  0.27560976 0.00000014  7000.07442  0.211  0.129 5.236  0.031 3.965  0.37591827 0.00000022  7000.33765  0.235  0.214 4.300  0.049 2.399
OGLE-BLG-RRLYR-07686  15.370 16.531  0.34684502 0.00000051  7000.12220  0.251  0.175 5.140  0.055 3.879  0.46652204 0.00000127  7000.46203  0.199  0.181 4.174  0.040 3.374
OGLE-BLG-RRLYR-08461  18.597 21.015  0.42193189 0.00000069  7000.27572  0.080  0.143 5.244  0.117 4.018  0.56593348 0.00000369  7000.00498  0.028  0.076   -    0.073   -  
OGLE-BLG-RRLYR-08758  16.638 17.791  0.29601142 0.00000015  7000.10690  0.274  0.105 4.923  0.051 3.957  0.40167265 0.00000102  7000.02851  0.082  0.116 3.987  0.000   -  
OGLE-BLG-RRLYR-09258  16.453 18.236  0.27766817 0.00000005  7000.10981  0.202  0.105 4.999  0.059 4.091  0.37932764 0.00000014  7000.19898  0.123  0.130 4.253  0.010   -  
OGLE-BLG-RRLYR-09284  15.382 17.660  0.32299640 0.00000009  7000.06459  0.118  0.113 5.092  0.059 3.834  0.43680373 0.00000030  7000.14611  0.062  0.136 4.131  0.012 2.506
OGLE-BLG-RRLYR-09602  17.640 19.836  0.35851249 0.00000112  7000.10837  0.261  0.201 4.906  0.000   -    0.48158137 0.00000292  7000.33281  0.187  0.113 3.896  0.200 3.322
OGLE-BLG-RRLYR-09692  16.440 19.451  0.32691615 0.00000042  7000.30696  0.097  0.082 5.062  0.065 3.857  0.44176272 0.00000265  7000.10871  0.028  0.091   -    0.030   -  
OGLE-BLG-RRLYR-09742  16.700 18.609  0.31927051 0.00000008  7000.06732  0.239  0.104 5.119  0.074 4.095  0.43177192 0.00000035  7000.32928  0.089  0.097 4.262  0.008   -  
OGLE-BLG-RRLYR-10242  16.615 18.324  0.32604518 0.00000007  7000.15117  0.257  0.106 4.977  0.074 4.057  0.44074815 0.00000197  7000.33015  0.013  0.043   -    0.090 2.771
OGLE-BLG-RRLYR-10369  16.554 18.395  0.32170635 0.00000007  7000.04146  0.222  0.111 5.135  0.065 3.994  0.43487035 0.00000022  7000.27669  0.114  0.115 4.244  0.005   -  
OGLE-BLG-RRLYR-10421  16.752 18.232  0.26253747 0.00000013  7000.04013  0.168  0.123 5.199  0.029 3.447  0.36034110 0.00000019  7000.33850  0.214  0.236 4.279  0.061 2.388
OGLE-BLG-RRLYR-10510  14.840 14.840  0.37497055 0.00000006  7000.28110  0.256  0.176 5.118  0.073 3.467  0.50306920 0.00000021  7000.37420  0.118  0.121 4.034  0.018 2.518
OGLE-BLG-RRLYR-10641  17.102 19.062  0.32169698 0.00000010  7000.23573  0.220  0.139 5.222  0.060 3.592  0.43462918 0.00000022  7000.29582  0.172  0.175 4.247  0.030 2.330
OGLE-BLG-RRLYR-10744  16.114 17.423  0.35576414 0.00000009  7000.14946  0.250  0.126 5.089  0.070 3.776  0.47811448 0.00000150  7000.24078  0.029  0.043   -    0.024   -  
OGLE-BLG-RRLYR-10796  15.774 17.307  0.31909942 0.00000005  7000.07932  0.237  0.100 5.085  0.066 4.148  0.43137603 0.00000027  7000.38790  0.070  0.079 4.294  0.013 3.399
OGLE-BLG-RRLYR-11008  15.348 16.444  0.36432375 0.00000021  7000.02043  0.258  0.192 5.086  0.062 2.935  0.48936478 0.00000050  7000.35950  0.191  0.181 4.084  0.044 2.550
OGLE-BLG-RRLYR-11113  18.639 20.087  0.35548856 0.00000054  7000.18017  0.230  0.218 5.039  0.063 3.419  0.47798389 0.00000093  7000.28208  0.221  0.233 3.824  0.084 2.451
OGLE-BLG-RRLYR-11234  15.296 16.531  0.35300256 0.00000009  7000.10072  0.262  0.123 4.954  0.072 3.673  0.47438138 0.00000341  7000.47071  0.014  0.087   -    0.098   -  
OGLE-BLG-RRLYR-11291  15.229 16.555  0.42114218 0.00000029  7000.28898  0.236  0.196 5.401  0.078 3.747  0.56577556 0.00000081  7000.31947  0.152  0.175 4.307  0.025 3.105
OGLE-BLG-RRLYR-11665  15.910 17.195  0.37187502 0.00000015  7000.27835  0.260  0.159 4.973  0.072 3.500  0.49870514 0.00000101  7000.08776  0.084  0.121 3.795  0.026   -  
OGLE-BLG-RRLYR-11981  15.489 15.489  0.43938466 0.00000006  7000.35687  0.226  0.140 5.553  0.077 4.178  0.59019357 0.00000055  7000.36898  0.042  0.038 4.331  0.012 3.031
OGLE-BLG-RRLYR-12521  15.768 16.886  0.36202557 0.00000008  7000.35339  0.248  0.116 5.119  0.069 4.009  0.48688271 0.00000180  7000.10337  0.020  0.008   -    0.012   -  
OGLE-BLG-RRLYR-12804  14.859 16.502  0.42332433 0.00000042  7000.14732  0.258  0.248 5.054  0.058 3.067  0.56774100 0.00000128  7000.02666  0.154  0.147 3.956  0.026 2.746
OGLE-BLG-RRLYR-12904  14.969 16.235  0.42762656 0.00000017  7000.41561  0.232  0.188 5.190  0.078 3.567  0.57348823 0.00000076  7000.09905  0.096  0.103 4.129  0.008   -  
OGLE-BLG-RRLYR-13009  16.186 17.570  0.36966294 0.00000011  7000.07505  0.252  0.151 5.107  0.065 3.654  0.49641685 0.00000048  7000.45956  0.103  0.100 4.189  0.013   -  
OGLE-BLG-RRLYR-13023  15.324 16.016  0.34193251 0.00000064  7000.27541  0.252  0.200 5.147  0.015 1.747  0.46051302 0.00000106  7000.12576  0.245  0.234 4.050  0.075 2.434
OGLE-BLG-RRLYR-13198  17.090 17.090  0.32174419 0.00000006  7000.28817  0.255  0.111 4.903  0.070 4.006  0.43443753 0.00000125  7000.43410  0.020  0.043   -    0.014   -  
OGLE-BLG-RRLYR-13666  15.909 17.154  0.30495953 0.00000008  7000.24600  0.247  0.117 4.955  0.071 3.837  0.41344134 0.00000029  7000.01820  0.123  0.127 4.339  0.013   -  
OGLE-BLG-RRLYR-13721  18.502 19.580  0.33938892 0.00000054  7000.21971  0.321  0.151 4.962  0.045 3.590  0.45712778 0.00000122  7000.06684  0.254  0.199 4.267  0.062 3.080
OGLE-BLG-RRLYR-14029  15.402 16.438  0.31798616 0.00000007  7000.08883  0.230  0.103 5.091  0.070 4.062  0.42994514 0.00000038  7000.23913  0.078  0.076 4.150  0.008   -  
OGLE-BLG-RRLYR-14031  15.881 17.499  0.42976629 0.00000017  7000.38001  0.235  0.168 5.176  0.075 3.586  0.57611888 0.00000137  7000.53490  0.050  0.087 4.161  0.026   -  
OGLE-BLG-RRLYR-14491  14.773    -    0.36284712 0.00000069  7000.28511  0.235  0.170 5.111  0.080 3.594  0.48720309 0.00000155  7000.29591  0.168  0.162 4.149  0.044 3.231
OGLE-BLG-RRLYR-14523  16.122 17.569  0.31999362 0.00000009  7000.14555  0.234  0.104 5.098  0.070 4.145  0.43271236 0.00000056  7000.03256  0.062  0.063 3.861  0.010   -  
OGLE-BLG-RRLYR-14747  17.041 18.002  0.35446268 0.00000021  7000.02530  0.246  0.196 5.136  0.063 3.173  0.47625986 0.00000050  7000.05915  0.198  0.166 4.146  0.030 3.132
OGLE-BLG-RRLYR-14782  17.453 18.983  0.25378812 0.00000015  7000.22508  0.169  0.158 5.288  0.045 3.810  0.34928981 0.00000022  7000.22999  0.209  0.240 4.319  0.050 2.502
OGLE-BLG-RRLYR-14951  19.454 20.799  0.35776399 0.00000048  7000.20069  0.401  0.182 5.156  0.087 4.334  0.48084331 0.00000180  7000.09999  0.203  0.163 4.741  0.100   -  
OGLE-BLG-RRLYR-15089  18.130    -    0.40988296 0.00000105  7000.24756  0.211  0.234 5.038  0.111 3.717  0.54928555 0.00000451  7000.41407  0.121  0.204 3.756  0.040   -  
OGLE-BLG-RRLYR-15243  18.014 19.071  0.41518773 0.00000075  7000.02633  0.194  0.137 5.159  0.053 4.115  0.55672624 0.00000435  7000.26546  0.074  0.106   -    0.019   -  
OGLE-BLG-RRLYR-15770  15.412 16.256  0.32249718 0.00000014  7000.30846  0.243  0.110 5.073  0.065 3.991  0.43571235 0.00000116  7000.26388  0.058  0.035   -    0.046 1.930
