OGLE-BLG-RRLYR-37561  NGC6715   V182
OGLE-BLG-RRLYR-37562  NGC6715   V178
OGLE-BLG-RRLYR-37563  NGC6715   V185
OGLE-BLG-RRLYR-37564  NGC6715   V164
OGLE-BLG-RRLYR-37565  NGC6715
OGLE-BLG-RRLYR-37567  NGC6715   V93
OGLE-BLG-RRLYR-37568  NGC6715   V192
OGLE-BLG-RRLYR-37569  NGC6715   V85
OGLE-BLG-RRLYR-37570  NGC6715
OGLE-BLG-RRLYR-37571  NGC6715   V3
OGLE-BLG-RRLYR-37572  NGC6715   V140
OGLE-BLG-RRLYR-37573  NGC6715
OGLE-BLG-RRLYR-37574  NGC6715   V194
OGLE-BLG-RRLYR-37575  NGC6715
OGLE-BLG-RRLYR-37576  NGC6715
OGLE-BLG-RRLYR-37577  NGC6715   V84
OGLE-BLG-RRLYR-37578  NGC6715
OGLE-BLG-RRLYR-37579  NGC6715
OGLE-BLG-RRLYR-37580  NGC6715   V127
OGLE-BLG-RRLYR-37581  NGC6715
OGLE-BLG-RRLYR-37582  NGC6715           two RRab stars in one line of sight
OGLE-BLG-RRLYR-37583  NGC6715   V123
OGLE-BLG-RRLYR-37584  NGC6715   V188
OGLE-BLG-RRLYR-37585  NGC6715
OGLE-BLG-RRLYR-37586  NGC6715
OGLE-BLG-RRLYR-37587  NGC6715   V67
OGLE-BLG-RRLYR-37588  NGC6715   V180
OGLE-BLG-RRLYR-37589  NGC6715   V159
OGLE-BLG-RRLYR-37590  NGC6715
OGLE-BLG-RRLYR-37591  NGC6715
OGLE-BLG-RRLYR-37592  NGC6715   V162
OGLE-BLG-RRLYR-37593  NGC6715
OGLE-BLG-RRLYR-37594  NGC6715           first RRd star in NGC6715
OGLE-BLG-RRLYR-37595  NGC6715   V160
OGLE-BLG-RRLYR-37596  NGC6715   V139
OGLE-BLG-RRLYR-37597  NGC6715
OGLE-BLG-RRLYR-37599  NGC6715   V44
OGLE-BLG-RRLYR-37600  NGC6715   V126
OGLE-BLG-RRLYR-37602  NGC6715   V147
OGLE-BLG-RRLYR-37603  NGC6715   V183
OGLE-BLG-RRLYR-37604  NGC6715   V163
OGLE-BLG-RRLYR-37605  NGC6715   V193
OGLE-BLG-RRLYR-37607  NGC6715   V97
OGLE-BLG-RRLYR-37608  NGC6715   V174
OGLE-BLG-RRLYR-37609  NGC6715   V165
OGLE-BLG-RRLYR-37610  NGC6715   V138
OGLE-BLG-RRLYR-37611  NGC6715   V92
OGLE-BLG-RRLYR-37612  NGC6715   V137
OGLE-BLG-RRLYR-37613  NGC6715   V125
OGLE-BLG-RRLYR-37614  NGC6715   V172
OGLE-BLG-RRLYR-37615  NGC6715   V152
OGLE-BLG-RRLYR-37616  NGC6715   V161
OGLE-BLG-RRLYR-37617  NGC6715   V37
OGLE-BLG-RRLYR-37618  NGC6715   V176
OGLE-BLG-RRLYR-37619  NGC6715   V168
OGLE-BLG-RRLYR-37620  NGC6715   V7
OGLE-BLG-RRLYR-37621  NGC6715
OGLE-BLG-RRLYR-37622  NGC6715   V90
OGLE-BLG-RRLYR-37623  NGC6715   V28
OGLE-BLG-RRLYR-37624  NGC6715   V80
OGLE-BLG-RRLYR-37626  NGC6715   V42
OGLE-BLG-RRLYR-37628  NGC6715   V124
OGLE-BLG-RRLYR-37629  NGC6715   V78
OGLE-BLG-RRLYR-37630  NGC6715   V58
OGLE-BLG-RRLYR-37631  NGC6715   V33
OGLE-BLG-RRLYR-37632  NGC6715   V122
OGLE-BLG-RRLYR-37634  NGC6715   V94
OGLE-BLG-RRLYR-37635  NGC6715   V121
OGLE-BLG-RRLYR-37636  NGC6715   V52
OGLE-BLG-RRLYR-37637  NGC6715   V98
OGLE-BLG-RRLYR-37638  NGC6715   V120
OGLE-BLG-RRLYR-37640  NGC6715   V50
OGLE-BLG-RRLYR-37641  NGC6715   V87
OGLE-BLG-RRLYR-37645  NGC6715   V74
OGLE-BLG-RRLYR-37646  NGC6715   V45
OGLE-BLG-RRLYR-37647  NGC6715   V41
OGLE-BLG-RRLYR-37648  NGC6715   V36
OGLE-BLG-RRLYR-37649  NGC6715   V15
OGLE-BLG-RRLYR-37651  NGC6715   V55
OGLE-BLG-RRLYR-37654  NGC6715   V119
OGLE-BLG-RRLYR-37655  NGC6715   V6
OGLE-BLG-RRLYR-37657  NGC6715   V51
OGLE-BLG-RRLYR-37659  NGC6715   V48
OGLE-BLG-RRLYR-37660  NGC6715   V118
OGLE-BLG-RRLYR-37666  NGC6715   V57
