OGLE-GAL-ACEP-005  15.719 16.159  0.5041628 0.0000006  7000.32258  0.480  0.376 3.938  0.147 1.997
OGLE-GAL-ACEP-007  15.138 15.933  0.5201967 0.0000023  7000.39712  0.328  0.294 3.987  0.120 2.106
OGLE-GAL-ACEP-026  14.870 15.483  0.5038888 0.0000003  7000.25956  0.281  0.311 3.866  0.142 1.552
